Organism Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Acinetobacter baumannii  	strain: 9201	470	ASM352266v1	GCF_003522665.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4119128	4128152	2018-09-10	4107	PRJNA311558	SAMN07520236
Acinetobacter baumannii  	strain: 10324	470	ASM352270v1	GCF_003522705.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3736581	3862444	2018-09-10	3770	PRJNA311558	SAMN07520237
Acinetobacter baumannii  	strain: 10042	470	ASM352278v1	GCF_003522785.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4031086	4151876	2018-09-10	4019	PRJNA311558	SAMN07520233
Acinetobacter baumannii  	strain: 9102	470	ASM352284v1	GCF_003522845.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3971623	4066829	2018-09-10	3920	PRJNA311558	SAMN07520232
Acinetobacter baumannii  	strain: 5845	470	ASM352288v1	GCF_003522885.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3980012	3989947	2018-09-10	3837	PRJNA311558	SAMN07520231
Acinetobacter baumannii  	strain: AR_0052	470	ASM354711v1	GCF_003547115.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4078507	4288917	2018-02-28	4213	PRJNA316321	SAMN04014893
Acinetobacter baumannii  	strain: XH906	470	ASM359161v1	GCF_003591615.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3891370	3891370	2018-09-24	3723	PRJNA400841	SAMN07580891
Acinetobacter baumannii  	strain: FDAARGOS_540	470	ASM381206v1	GCF_003812065.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3803345	3910272	2018-11-21	3854	PRJNA231221	SAMN10163233
Acinetobacter baumannii  	strain: FDAARGOS_533	470	ASM381238v1	GCF_003812385.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3781536	3885397	2018-11-21	3697	PRJNA231221	SAMN10163228
Acinetobacter baumannii  	strain: MRSN15313	470	ASM381248v1	GCF_003812485.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4193847	4250823	2018-11-21	4161	PRJNA505170	SAMN10411605
Acinetobacter baumannii  	isolate: 09A16CRGN0014	470	ASM393175v1	GCF_003931755.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3943275	3943275	2018-12-09	3804	PRJNA390934	SAMN07258640
Acinetobacter baumannii  	isolate: 09A16CRGN003B	470	ASM393177v1	GCF_003931775.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3943105	3943105	2018-12-09	3807	PRJNA390934	SAMN07258642
Acinetobacter baumannii  	strain: TG31986	470	ASM394808v2	GCF_003948085.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4049647	4104916	2019-04-22	3946	PRJNA497581	SAMN10261613
Acinetobacter baumannii  	strain: TG22653	470	ASM394845v2	GCF_003948455.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3891074	4018858	2019-04-30	3839	PRJNA497581	SAMN10261589
Acinetobacter baumannii  	strain: TG22627	470	ASM394853v2	GCF_003948535.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3915428	3921030	2019-04-30	3748	PRJNA497581	SAMN10261584
Acinetobacter baumannii  	strain: TG31302	470	ASM394911v2	GCF_003949115.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4044095	4099363	2019-04-22	3938	PRJNA497581	SAMN10261535
Acinetobacter baumannii  	strain: TG22182	470	ASM394959v2	GCF_003949595.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3975485	4052320	2019-05-09	3918	PRJNA497581	SAMN10261544
Acinetobacter baumannii  	strain: TG29392	470	ASM394972v2	GCF_003949725.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3963137	4113446	2019-05-09	3955	PRJNA497581	SAMN10261537
Acinetobacter baumannii  	strain: A52	470	ASM402837v1	GCF_004028375.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3864628	4023316	2019-01-17	3872	PRJNA506023	SAMN10441121
Acinetobacter baumannii  	strain: 11A1314CRGN088	470	ASM410168v1	GCF_004101685.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3937511	3937511	2019-01-22	3776	PRJNA390934	SAMN07258672
Acinetobacter baumannii  	strain: 11A14CRGN003	470	ASM410170v1	GCF_004101705.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3940649	3940649	2019-01-22	3786	PRJNA390934	SAMN07258689
Acinetobacter baumannii  	strain: 11A1213CRGN055	470	ASM410172v1	GCF_004101725.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3934099	3934099	2019-01-22	3773	PRJNA390934	SAMN07258647
Acinetobacter baumannii  	strain: 11A1213CRGN008	470	ASM410174v1	GCF_004101745.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3944921	3944921	2019-01-22	3785	PRJNA390934	SAMN07258645
Acinetobacter baumannii  	strain: MDR-UNC	470	ASM413635v1	GCF_004136355.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3935403	4058498	2019-02-04	3974	PRJNA484790	SAMN09769497
Acinetobacter baumannii  	strain: NCIMB 8209	470	ASM419455v1	GCF_004194555.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3751581	3885290	2019-02-14	3825	PRJNA244617	SAMN08513260
Acinetobacter baumannii  	strain: EC	470	ASM456409v1	GCF_004564095.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3708164	3956226	2019-04-02	3834	PRJNA529047	SAMN10386510
Acinetobacter baumannii  	strain: EH	470	ASM456411v1	GCF_004564115.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3752576	3932447	2019-04-02	3854	PRJNA529047	SAMN10386508
Acinetobacter baumannii  	strain: CIAT758	470	ASM475886v1	GCF_004758865.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4017696	4172366	2019-04-09	4134	PRJNA530138	SAMN11298775
Acinetobacter baumannii  	strain: ACN21	470	ASM476870v1	GCF_004768705.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3827138	4045550	2019-04-10	3889	PRJNA530330	SAMN11311113
Acinetobacter baumannii  	strain: ATCC 17978 substr. PMR-High	400667	ASM479715v2	GCF_004797155.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3955017	4016303	2019-07-26	3858	PRJNA530202	SAMN11304550
Acinetobacter baumannii  	strain: VB958	470	ASM528035v1	GCF_005280355.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2944648	4207397	2019-05-11	4152	PRJNA540743	SAMN11554497
Acinetobacter baumannii  	strain: VB1190	470	ASM528037v1	GCF_005280375.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3294487	3968665	2019-05-11	3796	PRJNA540755	SAMN11554995
Acinetobacter baumannii  	strain: VB35435	470	ASM528041v1	GCF_005280415.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4011931	4057956	2019-05-11	4007	PRJNA540773	SAMN11557585
Acinetobacter baumannii  	strain: VB16141	470	ASM528043v1	GCF_005280435.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4082961	4277985	2019-05-11	4138	PRJNA540767	SAMN11557458
Acinetobacter baumannii  	strain: SP304	470	ASM528067v1	GCF_005280675.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3766238	3796961	2019-05-12	3654	PRJNA541077	SAMN11571814
Acinetobacter baumannii  	strain: VB33071	470	ASM528069v1	GCF_005280695.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3977630	4012118	2019-05-12	3846	PRJNA541078	SAMN11571816
Acinetobacter baumannii  	strain: VB35575	470	ASM528071v1	GCF_005280715.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4031418	4042612	2019-05-12	3889	PRJNA541079	SAMN11571817
Acinetobacter baumannii  	strain: P7774	470	ASM551809v1	GCF_005518095.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4143962	4366589	2019-05-20	4223	PRJNA542432	SAMN11621520
Acinetobacter baumannii  	strain: ACICU	405416	ASM551913v2	GCF_005519135.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3919274	4013643	2021-04-02	3852	PRJNA474045	SAMN09302593
Acinetobacter baumannii  	strain: PB364	470	ASM567137v1	GCF_005671375.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4014051	4136467	2019-05-23	4024	PRJNA543307	SAMN11660471
Acinetobacter baumannii  	strain: 11W359501	470	ASM638507v1	GCF_006385075.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4130187	4130187	2019-06-22	4049	PRJNA548265	SAMN12015779
Acinetobacter baumannii  	strain: J9	470	ASM710752v1	GCF_007107525.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3798644	3960760	2019-07-18	3759	PRJNA472828	SAMN12158047
Acinetobacter baumannii  	strain: A320 (RUH134)	470	ASM722145v1	GCF_007221455.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3896541	3896541	2019-06-20	3689	PRJNA503905	SAMN12045486
Acinetobacter baumannii  	strain: MDR-CQ	470	ASM764721v1	GCF_007647215.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3927258	4002648	2019-07-30	3858	PRJNA360504	SAMN06211572
Acinetobacter baumannii  	strain: ATCC BAA-1790	470	ASM803325v2	GCF_008033255.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3963235	4041213	2021-01-28	3923	PRJNA557366	SAMN12399660
Acinetobacter baumannii  	strain: PG20180064	470	ASM812404v1	GCF_008124045.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3843574	3843574	2019-08-29	3679	PRJNA560883	SAMN12603273
Acinetobacter baumannii  	strain: 11A1213CRGN064	470	ASM824486v1	GCF_008244865.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3935331	3935331	2019-09-03	3775	PRJNA390934	SAMN07258648
Acinetobacter baumannii  	strain: N13-03449	470	ASM824488v1	GCF_008244885.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3936362	3936362	2019-09-03	3778	PRJNA390934	SAMN07258679
Acinetobacter baumannii  	strain: 11A1314CRGN089	470	ASM824490v1	GCF_008244905.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3935083	3935083	2019-09-03	3778	PRJNA390934	SAMN07258673
Acinetobacter baumannii  	strain: AB043	470	ASM863089v1	GCF_008630895.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3961713	3961713	2019-09-21	3782	PRJNA305151	SAMN04273155
Acinetobacter baumannii  	strain: K09-14	470	ASM863263v1	GCF_008632635.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3972439	3980230	2019-09-23	3732	PRJNA565663	SAMN12769618
Acinetobacter baumannii  	strain: CAM180-1	470	ASM880293v1	GCF_008802935.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3815016	3923146	2019-10-02	3823	PRJNA573751	SAMN12825295
Acinetobacter baumannii  	strain: C25	470	ASM880705v1	GCF_008807055.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3949489	4029386	2019-10-03	3915	PRJNA493508	SAMN10135127
Acinetobacter baumannii  	strain: E47	470	ASM893136v1	GCF_008931365.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3806017	4230606	2019-10-09	4122	PRJNA550014	SAMN12289292
Acinetobacter baumannii  	strain: ATCC 19606	470	ASM903584v1	GCF_009035845.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3981941	3999136	2019-10-16	3837	PRJNA557095	SAMN12389466
Acinetobacter baumannii  	strain: 6507	470	ASM945550v1	GCF_009455505.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4092125	4092125	2019-11-01	3963	PRJNA472798	SAMN09244200
Acinetobacter baumannii  	strain: 7835	470	ASM949799v1	GCF_009497995.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4006665	4095749	2019-11-04	4020	PRJNA311558	SAMN07520235
Acinetobacter baumannii  	strain: ABCR01	470	ASM949833v1	GCF_009498335.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4030371	4030371	2019-11-04	3906	PRJNA560129	SAMN12569102
Acinetobacter baumannii  	strain: XL380	470	ASM974014v1	GCF_009740145.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3807241	3919248	2019-12-11	3714	PRJNA593376	SAMN13476302
Acinetobacter baumannii  	strain: ATCC 19606	470	ASM975968v1	GCF_009759685.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3980848	3990388	2019-12-17	3824	PRJNA577968	SAMN13045090
Acinetobacter baumannii  	strain: AbCAN2	470	ASM983300v1	GCF_009833005.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3809822	3809822	2020-01-07	3638	PRJNA575861	SAMN12912378
Acinetobacter baumannii  	strain: ATCC 17978	470	ASM1106706v1	GCF_011067065.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3854994	3884786	2020-03-07	3708	PRJNA609015	SAMN14217790
Acinetobacter baumannii  	strain: DT-Ab057	470	ASM1227271v1	GCF_012272715.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3998421	4118119	2020-04-11	3989	PRJNA612123	SAMN14308892
Acinetobacter baumannii  	strain: DT-Ab022	470	ASM1227273v1	GCF_012272735.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4038616	4229508	2020-04-11	4127	PRJNA612123	SAMN14308866
Acinetobacter baumannii  	strain: DT-Ab020	470	ASM1227275v1	GCF_012272755.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4067565	4147490	2020-04-11	4032	PRJNA612123	SAMN14308864
Acinetobacter baumannii  	strain: DT-Ab007	470	ASM1227277v1	GCF_012272775.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3958415	4050436	2020-04-11	3910	PRJNA612123	SAMN14308853
Acinetobacter baumannii  	strain: DT-Ab003	470	ASM1227279v1	GCF_012272795.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4015142	4095067	2020-04-11	3964	PRJNA612123	SAMN14308849
Acinetobacter baumannii  	strain: Ab-C102	470	ASM1293160v1	GCF_012931605.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3763047	3940086	2020-04-29	3760	PRJNA473419	SAMN14667518
Acinetobacter baumannii  	strain: Ab-D10a-a	470	ASM1293162v1	GCF_012931625.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4100469	4174734	2020-04-29	4087	PRJNA473419	SAMN14667516
Acinetobacter baumannii  	strain: Ab-B004d-c	470	ASM1293164v1	GCF_012931645.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4091477	4159123	2020-04-29	4062	PRJNA473419	SAMN14667515
Acinetobacter baumannii  	strain: Ab-C63	470	ASM1293166v1	GCF_012931665.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3873866	3965881	2020-04-29	3810	PRJNA473419	SAMN14667517
Acinetobacter baumannii  	strain: VB82	470	ASM1293490v1	GCF_012934905.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4210906	4433724	2020-04-30	4316	PRJNA613562	SAMN14409516
Acinetobacter baumannii  	strain: VB473	470	ASM1293492v1	GCF_012934925.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3948250	3964720	2020-04-30	3774	PRJNA613578	SAMN14409628
Acinetobacter baumannii  	strain: VB723	470	ASM1293494v1	GCF_012934945.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3919631	3928362	2020-04-30	3787	PRJNA613583	SAMN14409813
Acinetobacter baumannii  	strain: VB11737	470	ASM1293496v1	GCF_012934965.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3982992	4071841	2020-04-30	3931	PRJNA613587	SAMN14410107
Acinetobacter baumannii  	strain: VB2181	470	ASM1293498v1	GCF_012934985.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3943808	3952539	2020-04-30	3809	PRJNA613593	SAMN14410138
Acinetobacter baumannii  	strain: VB2486	470	ASM1293500v1	GCF_012935005.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4137731	4277869	2020-04-30	4173	PRJNA613679	SAMN14414761
Acinetobacter baumannii  	strain: VB2200	470	ASM1293502v1	GCF_012935025.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4000714	4015124	2020-04-30	3872	PRJNA613683	SAMN14415334
Acinetobacter baumannii  	strain: PM1912235	470	ASM1293504v1	GCF_012935045.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3926441	3935172	2020-04-30	3764	PRJNA613820	SAMN14420246
Acinetobacter baumannii  	strain: PM192696	470	ASM1293506v1	GCF_012935065.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3966715	4045545	2020-04-30	3910	PRJNA613821	SAMN14420253
Acinetobacter baumannii  	strain: PM193665	470	ASM1293508v1	GCF_012935085.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3948262	4180241	2020-04-30	4103	PRJNA613824	SAMN14420254
Acinetobacter baumannii  	strain: PM194188	470	ASM1293510v1	GCF_012935105.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4002798	4192382	2020-04-30	4118	PRJNA613825	SAMN14420255
Acinetobacter baumannii  	strain: PM194229	470	ASM1293512v1	GCF_012935125.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3886190	4133398	2020-04-30	4021	PRJNA613957	SAMN14422682
Acinetobacter baumannii  	strain: VB7036	470	ASM1293514v1	GCF_012935145.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4052480	4062974	2020-04-30	3939	PRJNA613590	SAMN14410111
Acinetobacter baumannii  	strain: VB2139	470	ASM1293516v1	GCF_012935165.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4000831	4017923	2020-04-30	3872	PRJNA613675	SAMN14414747
Acinetobacter baumannii  	strain: VB2107	470	ASM1293518v1	GCF_012935185.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4001402	4020539	2020-04-30	3930	PRJNA613681	SAMN14414778
Acinetobacter baumannii  	strain: ABF9692	470	ASM1297458v1	GCF_012974585.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3861977	4126782	2020-05-05	3980	PRJNA605582	SAMN14072279
Acinetobacter baumannii  	strain: CUVET-MIC596	470	ASM1297484v1	GCF_012974845.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3998399	4080415	2020-05-05	4008	PRJNA548859	SAMN12057668
Acinetobacter baumannii  	strain: MS14413	470	ASM1330546v1	GCF_013305465.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4082498	4082498	2020-06-09	3944	PRJNA631347	SAMN14859482
Acinetobacter baumannii  	strain: ATCC 17978	400667	ASM1337208v1	GCF_013372085.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4005343	4030054	2020-06-24	3876	PRJNA629538	SAMN14779651
Acinetobacter baumannii  	strain: TP1	470	ASM1337685v2	GCF_013376855.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3864540	3873271	2020-07-17	3676	PRJNA641163	SAMN15344688
Acinetobacter baumannii  	strain: A1429	470	ASM1337717v1	GCF_013377175.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3929775	4161887	2020-06-30	4032	PRJNA595709	SAMN13565236
Acinetobacter baumannii  	strain: 31FS3-2	470	ASM1339426v1	GCF_013394265.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3925111	3931210	2020-07-08	3772	PRJNA574573	SAMN12860376
Acinetobacter baumannii  	strain: 29FS20	470	ASM1339428v1	GCF_013394285.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4054239	4133247	2020-07-08	3987	PRJNA574548	SAMN12859885
Acinetobacter baumannii  	strain: DT0544C	470	ASM1341625v1	GCF_013416255.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3912346	3971708	2020-07-15	3870	PRJNA630392	SAMN14833494
Acinetobacter baumannii  	strain: DT01139C	470	ASM1341627v1	GCF_013416275.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3699225	3869649	2020-07-15	3785	PRJNA630397	SAMN14833556
Acinetobacter baumannii  	strain: 36-1512	470	ASM1378718v1	GCF_013787185.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3800835	3934032	2020-07-28	3947	PRJNA646375	SAMN15541804
Acinetobacter baumannii  	strain: WP4-W18-ESBL-11	470	ASM1415935v1	GCF_014159355.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3943032	3943032	2020-07-21	3831	PRJDB6962	SAMD00194470
Acinetobacter baumannii  	strain: WP8-W18-ESBL-11	470	ASM1416965v1	GCF_014169655.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3727647	3852747	2020-07-21	3669	PRJDB6962	SAMD00194616
Acinetobacter baumannii  	strain: 17-84	470	ASM1417193v1	GCF_014171935.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3914011	4022726	2020-08-12	3937	PRJNA648287	SAMN15637465
Acinetobacter baumannii  	strain: XYAB2018	470	ASM1426738v1	GCF_014267385.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3909403	3909403	2020-08-23	3754	PRJNA657198	SAMN15819058
Acinetobacter baumannii  	strain: DETAB-P2	470	ASM1432224v1	GCF_014322245.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3892871	4105826	2020-08-27	3958	PRJNA602169	SAMN13884837
Acinetobacter baumannii  	strain: A118	470	ASM1467273v1	GCF_014672735.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3750370	3750370	2020-09-21	3512	PRJNA645521	SAMN15507634
